model,dataset,accuracy,config,method,RoLA.r,batch_size,steps,lr,weight_decay
flan-t5-base,glue-qqp,0.6998515953499876,"{'model': {'model': {'_target_': 'transformers.AutoModelForSeq2SeqLM.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'tokenizer': {'_target_': 'transformers.AutoTokenizer.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'model_name_or_path': 'google/flan-t5-base', 'name': 'flan-t5-base', 'tokenizer_kwargs': {'padding': 'max_length', 'truncation': True, 'return_tensors': 'pt'}, 'linearize': True}, 'peft': {'peft_config': {'_target_': 'peft.LoraConfig', 'target_modules': ['q', 'v'], 'inference_mode': False, 'r': 8, 'lora_alpha': 32, 'lora_dropout': 0.1}, 'seed': 42}, 'dataset': {'name': 'glue-qqp', 'datasets': {'_target_': 'datasets.load_dataset', 'path': 'glue', 'name': 'qqp'}, 'preprocessor': {'_target_': 'peta.tasks.QQP_Preprocessor'}, 'map_kwargs': {'remove_columns': ['question1', 'question2', 'label', 'idx'], 'batched': True, 'num_proc': 1, 'desc': 'Running tokenizer on dataset'}}, 'optim': {'optimizer': {'_target_': 'torch.optim.Adam', 'lr': 4e-05, 'weight_decay': 0}}, 'seed': 42, 'batch_size': 16, 'num_workers': 8, 'trainer': {'accelerator': 'gpu', 'devices': [4, 5, 6, 7], 'max_epochs': None, 'max_steps': 2000, 'accumulate_grad_batches': 1, 'profiler': 'simple', 'enable_checkpointing': False, 'fast_dev_run': False}}",l_lora,8.0,16.0,2000.0,4e-05,0.0
flan-t5-base,glue-qqp,0.7340341330695028,"{'model': {'model': {'_target_': 'transformers.AutoModelForSeq2SeqLM.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'tokenizer': {'_target_': 'transformers.AutoTokenizer.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'model_name_or_path': 'google/flan-t5-base', 'name': 'flan-t5-base', 'tokenizer_kwargs': {'padding': 'max_length', 'truncation': True, 'return_tensors': 'pt'}, 'linearize': False}, 'peft': {'peft_config': {'_target_': 'peft.LoraConfig', 'target_modules': ['q', 'v'], 'inference_mode': False, 'r': 16, 'lora_alpha': 32, 'lora_dropout': 0.1}, 'seed': 42}, 'dataset': {'name': 'glue-qqp', 'datasets': {'_target_': 'datasets.load_dataset', 'path': 'glue', 'name': 'qqp'}, 'preprocessor': {'_target_': 'peta.tasks.QQP_Preprocessor'}, 'map_kwargs': {'remove_columns': ['question1', 'question2', 'label', 'idx'], 'batched': True, 'num_proc': 1, 'desc': 'Running tokenizer on dataset'}}, 'optim': {'optimizer': {'_target_': 'torch.optim.Adam', 'lr': 1e-05, 'weight_decay': 0}}, 'seed': 42, 'batch_size': 16, 'num_workers': 8, 'trainer': {'accelerator': 'gpu', 'devices': [4, 5, 6, 7], 'max_epochs': None, 'max_steps': 2000, 'accumulate_grad_batches': 1, 'profiler': 'simple', 'enable_checkpointing': False, 'fast_dev_run': False}}",lora,16.0,16.0,2000.0,1e-05,0.0
flan-t5-base,glue-qqp,0.7907741775908979,"{'model': {'model': {'_target_': 'transformers.AutoModelForSeq2SeqLM.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'tokenizer': {'_target_': 'transformers.AutoTokenizer.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'model_name_or_path': 'google/flan-t5-base', 'name': 'flan-t5-base', 'tokenizer_kwargs': {'padding': 'max_length', 'truncation': True, 'return_tensors': 'pt'}, 'linearize': False}, 'peft': {'peft_config': {'_target_': 'peft.LoraConfig', 'target_modules': ['q', 'v'], 'inference_mode': False, 'r': 16, 'lora_alpha': 32, 'lora_dropout': 0.1}, 'seed': 42}, 'dataset': {'name': 'glue-qqp', 'datasets': {'_target_': 'datasets.load_dataset', 'path': 'glue', 'name': 'qqp'}, 'preprocessor': {'_target_': 'peta.tasks.QQP_Preprocessor'}, 'map_kwargs': {'remove_columns': ['question1', 'question2', 'label', 'idx'], 'batched': True, 'num_proc': 1, 'desc': 'Running tokenizer on dataset'}}, 'optim': {'optimizer': {'_target_': 'torch.optim.Adam', 'lr': 2e-05, 'weight_decay': 0}}, 'seed': 42, 'batch_size': 16, 'num_workers': 8, 'trainer': {'accelerator': 'gpu', 'devices': [4, 5, 6, 7], 'max_epochs': None, 'max_steps': 2000, 'accumulate_grad_batches': 1, 'profiler': 'simple', 'enable_checkpointing': False, 'fast_dev_run': False}}",lora,16.0,16.0,2000.0,2e-05,0.0
flan-t5-base,glue-qqp,0.8123423200593619,"{'model': {'model': {'_target_': 'transformers.AutoModelForSeq2SeqLM.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'tokenizer': {'_target_': 'transformers.AutoTokenizer.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'model_name_or_path': 'google/flan-t5-base', 'name': 'flan-t5-base', 'tokenizer_kwargs': {'padding': 'max_length', 'truncation': True, 'return_tensors': 'pt'}, 'linearize': False}, 'peft': {'peft_config': {'_target_': 'peft.LoraConfig', 'target_modules': ['q', 'v'], 'inference_mode': False, 'r': 16, 'lora_alpha': 32, 'lora_dropout': 0.1}, 'seed': 42}, 'dataset': {'name': 'glue-qqp', 'datasets': {'_target_': 'datasets.load_dataset', 'path': 'glue', 'name': 'qqp'}, 'preprocessor': {'_target_': 'peta.tasks.QQP_Preprocessor'}, 'map_kwargs': {'remove_columns': ['question1', 'question2', 'label', 'idx'], 'batched': True, 'num_proc': 1, 'desc': 'Running tokenizer on dataset'}}, 'optim': {'optimizer': {'_target_': 'torch.optim.Adam', 'lr': 3e-05, 'weight_decay': 0}}, 'seed': 42, 'batch_size': 16, 'num_workers': 8, 'trainer': {'accelerator': 'gpu', 'devices': [4, 5, 6, 7], 'max_epochs': None, 'max_steps': 2000, 'accumulate_grad_batches': 1, 'profiler': 'simple', 'enable_checkpointing': False, 'fast_dev_run': False}}",lora,16.0,16.0,2000.0,3e-05,0.0
flan-t5-base,glue-qqp,0.8246351719020529,"{'model': {'model': {'_target_': 'transformers.AutoModelForSeq2SeqLM.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'tokenizer': {'_target_': 'transformers.AutoTokenizer.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'model_name_or_path': 'google/flan-t5-base', 'name': 'flan-t5-base', 'tokenizer_kwargs': {'padding': 'max_length', 'truncation': True, 'return_tensors': 'pt'}, 'linearize': False}, 'peft': {'peft_config': {'_target_': 'peft.LoraConfig', 'target_modules': ['q', 'v'], 'inference_mode': False, 'r': 16, 'lora_alpha': 32, 'lora_dropout': 0.1}, 'seed': 42}, 'dataset': {'name': 'glue-qqp', 'datasets': {'_target_': 'datasets.load_dataset', 'path': 'glue', 'name': 'qqp'}, 'preprocessor': {'_target_': 'peta.tasks.QQP_Preprocessor'}, 'map_kwargs': {'remove_columns': ['question1', 'question2', 'label', 'idx'], 'batched': True, 'num_proc': 1, 'desc': 'Running tokenizer on dataset'}}, 'optim': {'optimizer': {'_target_': 'torch.optim.Adam', 'lr': 4e-05, 'weight_decay': 0}}, 'seed': 42, 'batch_size': 16, 'num_workers': 8, 'trainer': {'accelerator': 'gpu', 'devices': [4, 5, 6, 7], 'max_epochs': None, 'max_steps': 2000, 'accumulate_grad_batches': 1, 'profiler': 'simple', 'enable_checkpointing': False, 'fast_dev_run': False}}",lora,16.0,16.0,2000.0,4e-05,0.0
flan-t5-base,glue-qqp,0.8124412564927035,"{'model': {'model': {'_target_': 'transformers.AutoModelForSeq2SeqLM.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'tokenizer': {'_target_': 'transformers.AutoTokenizer.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'model_name_or_path': 'google/flan-t5-base', 'name': 'flan-t5-base', 'tokenizer_kwargs': {'padding': 'max_length', 'truncation': True, 'return_tensors': 'pt'}, 'linearize': False}, 'peft': {'peft_config': {'_target_': 'peft.LoraConfig', 'target_modules': ['q', 'v'], 'inference_mode': False, 'r': 32, 'lora_alpha': 32, 'lora_dropout': 0.1}, 'seed': 42}, 'dataset': {'name': 'glue-qqp', 'datasets': {'_target_': 'datasets.load_dataset', 'path': 'glue', 'name': 'qqp'}, 'preprocessor': {'_target_': 'peta.tasks.QQP_Preprocessor'}, 'map_kwargs': {'remove_columns': ['question1', 'question2', 'label', 'idx'], 'batched': True, 'num_proc': 1, 'desc': 'Running tokenizer on dataset'}}, 'optim': {'optimizer': {'_target_': 'torch.optim.Adam', 'lr': 3e-05, 'weight_decay': 0}}, 'seed': 42, 'batch_size': 16, 'num_workers': 8, 'trainer': {'accelerator': 'gpu', 'devices': [4, 5, 6, 7], 'max_epochs': None, 'max_steps': 2000, 'accumulate_grad_batches': 1, 'profiler': 'simple', 'enable_checkpointing': False, 'fast_dev_run': False}}",lora,32.0,16.0,2000.0,3e-05,0.0
flan-t5-base,glue-qqp,0.8239178827603265,"{'model': {'model': {'_target_': 'transformers.AutoModelForSeq2SeqLM.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'tokenizer': {'_target_': 'transformers.AutoTokenizer.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'model_name_or_path': 'google/flan-t5-base', 'name': 'flan-t5-base', 'tokenizer_kwargs': {'padding': 'max_length', 'truncation': True, 'return_tensors': 'pt'}, 'linearize': False}, 'peft': {'peft_config': {'_target_': 'peft.LoraConfig', 'target_modules': ['q', 'v'], 'inference_mode': False, 'r': 32, 'lora_alpha': 32, 'lora_dropout': 0.1}, 'seed': 42}, 'dataset': {'name': 'glue-qqp', 'datasets': {'_target_': 'datasets.load_dataset', 'path': 'glue', 'name': 'qqp'}, 'preprocessor': {'_target_': 'peta.tasks.QQP_Preprocessor'}, 'map_kwargs': {'remove_columns': ['question1', 'question2', 'label', 'idx'], 'batched': True, 'num_proc': 1, 'desc': 'Running tokenizer on dataset'}}, 'optim': {'optimizer': {'_target_': 'torch.optim.Adam', 'lr': 4e-05, 'weight_decay': 0}}, 'seed': 42, 'batch_size': 16, 'num_workers': 8, 'trainer': {'accelerator': 'gpu', 'devices': [4, 5, 6, 7], 'max_epochs': None, 'max_steps': 2000, 'accumulate_grad_batches': 1, 'profiler': 'simple', 'enable_checkpointing': False, 'fast_dev_run': False}}",lora,32.0,16.0,2000.0,4e-05,0.0
flan-t5-base,glue-qqp,0.7353203067029433,"{'model': {'model': {'_target_': 'transformers.AutoModelForSeq2SeqLM.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'tokenizer': {'_target_': 'transformers.AutoTokenizer.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'model_name_or_path': 'google/flan-t5-base', 'name': 'flan-t5-base', 'tokenizer_kwargs': {'padding': 'max_length', 'truncation': True, 'return_tensors': 'pt'}, 'linearize': False}, 'peft': {'peft_config': {'_target_': 'peft.LoraConfig', 'target_modules': ['q', 'v'], 'inference_mode': False, 'r': 8, 'lora_alpha': 32, 'lora_dropout': 0.1}, 'seed': 42}, 'dataset': {'name': 'glue-qqp', 'datasets': {'_target_': 'datasets.load_dataset', 'path': 'glue', 'name': 'qqp'}, 'preprocessor': {'_target_': 'peta.tasks.QQP_Preprocessor'}, 'map_kwargs': {'remove_columns': ['question1', 'question2', 'label', 'idx'], 'batched': True, 'num_proc': 1, 'desc': 'Running tokenizer on dataset'}}, 'optim': {'optimizer': {'_target_': 'torch.optim.Adam', 'lr': 1e-05, 'weight_decay': 0}}, 'seed': 42, 'batch_size': 16, 'num_workers': 8, 'trainer': {'accelerator': 'gpu', 'devices': [0, 1, 2, 3], 'max_epochs': None, 'max_steps': 2000, 'accumulate_grad_batches': 1, 'profiler': 'simple', 'enable_checkpointing': False, 'fast_dev_run': False}}",lora,8.0,16.0,2000.0,1e-05,0.0
flan-t5-base,glue-qqp,0.7924066287410338,"{'model': {'model': {'_target_': 'transformers.AutoModelForSeq2SeqLM.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'tokenizer': {'_target_': 'transformers.AutoTokenizer.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'model_name_or_path': 'google/flan-t5-base', 'name': 'flan-t5-base', 'tokenizer_kwargs': {'padding': 'max_length', 'truncation': True, 'return_tensors': 'pt'}, 'linearize': False}, 'peft': {'peft_config': {'_target_': 'peft.LoraConfig', 'target_modules': ['q', 'v'], 'inference_mode': False, 'r': 8, 'lora_alpha': 32, 'lora_dropout': 0.1}, 'seed': 42}, 'dataset': {'name': 'glue-qqp', 'datasets': {'_target_': 'datasets.load_dataset', 'path': 'glue', 'name': 'qqp'}, 'preprocessor': {'_target_': 'peta.tasks.QQP_Preprocessor'}, 'map_kwargs': {'remove_columns': ['question1', 'question2', 'label', 'idx'], 'batched': True, 'num_proc': 1, 'desc': 'Running tokenizer on dataset'}}, 'optim': {'optimizer': {'_target_': 'torch.optim.Adam', 'lr': 2e-05, 'weight_decay': 0}}, 'seed': 42, 'batch_size': 16, 'num_workers': 8, 'trainer': {'accelerator': 'gpu', 'devices': [0, 1, 2, 3], 'max_epochs': None, 'max_steps': 2000, 'accumulate_grad_batches': 1, 'profiler': 'simple', 'enable_checkpointing': False, 'fast_dev_run': False}}",lora,8.0,16.0,2000.0,2e-05,0.0
flan-t5-base,glue-qqp,0.8138263665594855,"{'model': {'model': {'_target_': 'transformers.AutoModelForSeq2SeqLM.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'tokenizer': {'_target_': 'transformers.AutoTokenizer.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'model_name_or_path': 'google/flan-t5-base', 'name': 'flan-t5-base', 'tokenizer_kwargs': {'padding': 'max_length', 'truncation': True, 'return_tensors': 'pt'}, 'linearize': False}, 'peft': {'peft_config': {'_target_': 'peft.LoraConfig', 'target_modules': ['q', 'v'], 'inference_mode': False, 'r': 8, 'lora_alpha': 32, 'lora_dropout': 0.1}, 'seed': 42}, 'dataset': {'name': 'glue-qqp', 'datasets': {'_target_': 'datasets.load_dataset', 'path': 'glue', 'name': 'qqp'}, 'preprocessor': {'_target_': 'peta.tasks.QQP_Preprocessor'}, 'map_kwargs': {'remove_columns': ['question1', 'question2', 'label', 'idx'], 'batched': True, 'num_proc': 1, 'desc': 'Running tokenizer on dataset'}}, 'optim': {'optimizer': {'_target_': 'torch.optim.Adam', 'lr': 3e-05, 'weight_decay': 0}}, 'seed': 42, 'batch_size': 16, 'num_workers': 8, 'trainer': {'accelerator': 'gpu', 'devices': [4, 5, 6, 7], 'max_epochs': None, 'max_steps': 2000, 'accumulate_grad_batches': 1, 'profiler': 'simple', 'enable_checkpointing': False, 'fast_dev_run': False}}",lora,8.0,16.0,2000.0,3e-05,0.0
flan-t5-base,glue-qqp,0.8259460796438288,"{'model': {'model': {'_target_': 'transformers.AutoModelForSeq2SeqLM.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'tokenizer': {'_target_': 'transformers.AutoTokenizer.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'model_name_or_path': 'google/flan-t5-base', 'name': 'flan-t5-base', 'tokenizer_kwargs': {'padding': 'max_length', 'truncation': True, 'return_tensors': 'pt'}, 'linearize': False}, 'peft': {'peft_config': {'_target_': 'peft.LoraConfig', 'target_modules': ['q', 'v'], 'inference_mode': False, 'r': 8, 'lora_alpha': 32, 'lora_dropout': 0.1}, 'seed': 42}, 'dataset': {'name': 'glue-qqp', 'datasets': {'_target_': 'datasets.load_dataset', 'path': 'glue', 'name': 'qqp'}, 'preprocessor': {'_target_': 'peta.tasks.QQP_Preprocessor'}, 'map_kwargs': {'remove_columns': ['question1', 'question2', 'label', 'idx'], 'batched': True, 'num_proc': 1, 'desc': 'Running tokenizer on dataset'}}, 'optim': {'optimizer': {'_target_': 'torch.optim.Adam', 'lr': 4e-05, 'weight_decay': 0}}, 'seed': 42, 'batch_size': 16, 'num_workers': 8, 'trainer': {'accelerator': 'gpu', 'devices': [4, 5, 6, 7], 'max_epochs': None, 'max_steps': 2000, 'accumulate_grad_batches': 1, 'profiler': 'simple', 'enable_checkpointing': False, 'fast_dev_run': False}}",lora,8.0,16.0,2000.0,4e-05,0.0
flan-t5-base,glue-rte,0.851985559566787,"{'model': {'model': {'_target_': 'transformers.AutoModelForSeq2SeqLM.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'tokenizer': {'_target_': 'transformers.AutoTokenizer.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'model_name_or_path': 'google/flan-t5-base', 'name': 'flan-t5-base', 'tokenizer_kwargs': {'padding': 'max_length', 'truncation': True, 'return_tensors': 'pt'}, 'linearize': False}, 'peft': {'peft_config': None}, 'dataset': {'name': 'glue-rte', 'datasets': {'_target_': 'datasets.load_dataset', 'path': 'glue', 'name': 'rte'}, 'preprocessor': {'_target_': 'peta.tasks.RTE_Preprocessor'}, 'map_kwargs': {'remove_columns': ['sentence1', 'sentence2', 'label', 'idx'], 'batched': True, 'num_proc': 1, 'desc': 'Running tokenizer on dataset'}}, 'optim': {'optimizer': {'_target_': 'torch.optim.Adam', 'lr': 1e-05, 'weight_decay': 0}}, 'seed': 42, 'batch_size': 16, 'num_workers': 8, 'trainer': {'accelerator': 'gpu', 'devices': [0, 1, 2, 3], 'max_epochs': None, 'max_steps': 2000, 'accumulate_grad_batches': 1, 'profiler': 'simple', 'enable_checkpointing': False, 'fast_dev_run': False}}",fullfinetuned,,16.0,2000.0,1e-05,0.0
flan-t5-base,glue-rte,0.851985559566787,"{'model': {'model': {'_target_': 'transformers.AutoModelForSeq2SeqLM.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'tokenizer': {'_target_': 'transformers.AutoTokenizer.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'model_name_or_path': 'google/flan-t5-base', 'name': 'flan-t5-base', 'tokenizer_kwargs': {'padding': 'max_length', 'truncation': True, 'return_tensors': 'pt'}, 'linearize': False}, 'peft': {'peft_config': None}, 'dataset': {'name': 'glue-rte', 'datasets': {'_target_': 'datasets.load_dataset', 'path': 'glue', 'name': 'rte'}, 'preprocessor': {'_target_': 'peta.tasks.RTE_Preprocessor'}, 'map_kwargs': {'remove_columns': ['sentence1', 'sentence2', 'label', 'idx'], 'batched': True, 'num_proc': 1, 'desc': 'Running tokenizer on dataset'}}, 'optim': {'optimizer': {'_target_': 'torch.optim.Adam', 'lr': 2e-05, 'weight_decay': 0}}, 'seed': 42, 'batch_size': 16, 'num_workers': 8, 'trainer': {'accelerator': 'gpu', 'devices': [4, 5, 6, 7], 'max_epochs': None, 'max_steps': 2000, 'accumulate_grad_batches': 1, 'profiler': 'simple', 'enable_checkpointing': False, 'fast_dev_run': False}}",fullfinetuned,,16.0,2000.0,2e-05,0.0
flan-t5-base,glue-rte,0.0,"{'model': {'model': {'_target_': 'transformers.AutoModelForSeq2SeqLM.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'tokenizer': {'_target_': 'transformers.AutoTokenizer.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'model_name_or_path': 'google/flan-t5-base', 'name': 'flan-t5-base', 'tokenizer_kwargs': {'padding': 'max_length', 'truncation': True, 'return_tensors': 'pt'}, 'linearize': True}, 'peft': {'peft_config': {'_target_': 'peft.LoraConfig', 'target_modules': ['q', 'v'], 'inference_mode': False, 'r': 16, 'lora_alpha': 32, 'lora_dropout': 0.1}, 'seed': 42}, 'dataset': {'name': 'glue-rte', 'datasets': {'_target_': 'datasets.load_dataset', 'path': 'glue', 'name': 'rte'}, 'preprocessor': {'_target_': 'peta.tasks.RTE_Preprocessor'}, 'map_kwargs': {'remove_columns': ['sentence1', 'sentence2', 'label', 'idx'], 'batched': True, 'num_proc': 1, 'desc': 'Running tokenizer on dataset'}}, 'optim': {'optimizer': {'_target_': 'torch.optim.Adam', 'lr': 1e-05, 'weight_decay': 0}}, 'seed': 42, 'batch_size': 16, 'num_workers': 8, 'trainer': {'accelerator': 'gpu', 'devices': [0, 1, 2, 3], 'max_epochs': None, 'max_steps': 2000, 'accumulate_grad_batches': 1, 'profiler': 'simple', 'enable_checkpointing': False, 'fast_dev_run': False}}",l_lora,16.0,16.0,2000.0,1e-05,0.0
flan-t5-base,glue-rte,0.4187725631768953,"{'model': {'model': {'_target_': 'transformers.AutoModelForSeq2SeqLM.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'tokenizer': {'_target_': 'transformers.AutoTokenizer.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'model_name_or_path': 'google/flan-t5-base', 'name': 'flan-t5-base', 'tokenizer_kwargs': {'padding': 'max_length', 'truncation': True, 'return_tensors': 'pt'}, 'linearize': True}, 'peft': {'peft_config': {'_target_': 'peft.LoraConfig', 'target_modules': ['q', 'v'], 'inference_mode': False, 'r': 16, 'lora_alpha': 32, 'lora_dropout': 0.1}, 'seed': 42}, 'dataset': {'name': 'glue-rte', 'datasets': {'_target_': 'datasets.load_dataset', 'path': 'glue', 'name': 'rte'}, 'preprocessor': {'_target_': 'peta.tasks.RTE_Preprocessor'}, 'map_kwargs': {'remove_columns': ['sentence1', 'sentence2', 'label', 'idx'], 'batched': True, 'num_proc': 1, 'desc': 'Running tokenizer on dataset'}}, 'optim': {'optimizer': {'_target_': 'torch.optim.Adam', 'lr': 2e-05, 'weight_decay': 0}}, 'seed': 42, 'batch_size': 16, 'num_workers': 8, 'trainer': {'accelerator': 'gpu', 'devices': [0, 1, 2, 3], 'max_epochs': None, 'max_steps': 2000, 'accumulate_grad_batches': 1, 'profiler': 'simple', 'enable_checkpointing': False, 'fast_dev_run': False}}",l_lora,16.0,16.0,2000.0,2e-05,0.0
flan-t5-base,glue-rte,0.631768953068592,"{'model': {'model': {'_target_': 'transformers.AutoModelForSeq2SeqLM.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'tokenizer': {'_target_': 'transformers.AutoTokenizer.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'model_name_or_path': 'google/flan-t5-base', 'name': 'flan-t5-base', 'tokenizer_kwargs': {'padding': 'max_length', 'truncation': True, 'return_tensors': 'pt'}, 'linearize': True}, 'peft': {'peft_config': {'_target_': 'peft.LoraConfig', 'target_modules': ['q', 'v'], 'inference_mode': False, 'r': 16, 'lora_alpha': 32, 'lora_dropout': 0.1}, 'seed': 42}, 'dataset': {'name': 'glue-rte', 'datasets': {'_target_': 'datasets.load_dataset', 'path': 'glue', 'name': 'rte'}, 'preprocessor': {'_target_': 'peta.tasks.RTE_Preprocessor'}, 'map_kwargs': {'remove_columns': ['sentence1', 'sentence2', 'label', 'idx'], 'batched': True, 'num_proc': 1, 'desc': 'Running tokenizer on dataset'}}, 'optim': {'optimizer': {'_target_': 'torch.optim.Adam', 'lr': 3e-05, 'weight_decay': 0}}, 'seed': 42, 'batch_size': 16, 'num_workers': 8, 'trainer': {'accelerator': 'gpu', 'devices': [0, 1, 2, 3], 'max_epochs': None, 'max_steps': 2000, 'accumulate_grad_batches': 1, 'profiler': 'simple', 'enable_checkpointing': False, 'fast_dev_run': False}}",l_lora,16.0,16.0,2000.0,3e-05,0.0
flan-t5-base,glue-rte,0.7545126353790613,"{'model': {'model': {'_target_': 'transformers.AutoModelForSeq2SeqLM.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'tokenizer': {'_target_': 'transformers.AutoTokenizer.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'model_name_or_path': 'google/flan-t5-base', 'name': 'flan-t5-base', 'tokenizer_kwargs': {'padding': 'max_length', 'truncation': True, 'return_tensors': 'pt'}, 'linearize': True}, 'peft': {'peft_config': {'_target_': 'peft.LoraConfig', 'target_modules': ['q', 'v'], 'inference_mode': False, 'r': 16, 'lora_alpha': 32, 'lora_dropout': 0.1}, 'seed': 42}, 'dataset': {'name': 'glue-rte', 'datasets': {'_target_': 'datasets.load_dataset', 'path': 'glue', 'name': 'rte'}, 'preprocessor': {'_target_': 'peta.tasks.RTE_Preprocessor'}, 'map_kwargs': {'remove_columns': ['sentence1', 'sentence2', 'label', 'idx'], 'batched': True, 'num_proc': 1, 'desc': 'Running tokenizer on dataset'}}, 'optim': {'optimizer': {'_target_': 'torch.optim.Adam', 'lr': 4e-05, 'weight_decay': 0}}, 'seed': 42, 'batch_size': 16, 'num_workers': 8, 'trainer': {'accelerator': 'gpu', 'devices': [0, 1, 2, 3], 'max_epochs': None, 'max_steps': 2000, 'accumulate_grad_batches': 1, 'profiler': 'simple', 'enable_checkpointing': False, 'fast_dev_run': False}}",l_lora,16.0,16.0,2000.0,4e-05,0.0
flan-t5-base,glue-rte,0.0,"{'model': {'model': {'_target_': 'transformers.AutoModelForSeq2SeqLM.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'tokenizer': {'_target_': 'transformers.AutoTokenizer.from_pretrained', 'pretrained_model_name_or_path': '${..model_name_or_path}'}, 'model_name_or_path': 'google/flan-t5-base', 'name': 'flan-t5-base', 'tokenizer_kwargs': {'padding': 'max_length', 'truncation': True, 'return_tensors': 'pt'}, 'linearize': True}, 'peft': {'peft_config': {'_target_': 'peft.LoraConfig', 'target_modules': ['q', 'v'], 'inference_mode': False, 'r': 32, 'lora_alpha': 32, 'lora_dropout': 0.1}, 'seed': 42}, 'dataset': {'name': 'glue-rte', 'datasets': {'_target_': 'datasets.load_dataset', 'path': 'glue', 'name': 'rte'}, 'preprocessor': {'_target_': 'peta.tasks.RTE_Preprocessor'}, 'map_kwargs': {'remove_columns': ['sentence1', 'sentence2', 'label', 'idx'], 'batched': True, 'num_proc': 1, 'desc': 'Running tokenizer on dataset'}}, 'optim': {'optimizer': {'_target_': 'torch.optim.Adam', 'lr': 1e-05, 'weight_decay': 0}}, 'seed': 42, 'batch_size': 16, 'num_workers': 8, 'trainer': {'accelerator': 'gpu', 'devices': [0, 1, 2, 3], 'max_epochs': None, 'max_steps': 2000, 'accumulate_grad_batches': 1, 'profiler': 'simple', 'enable_checkpointing': False, 'fast_dev_run': False}}",l_lora,32.0,16.0,2000.0,1e-05,0.0
